taxon_group,verbatim_name,name,Comment,Notes (temp; JAS will remove when finished with dinos),Notes (change to Internal only notes?),Any taxon above genus modifier,Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,Corrections to pbdb_taxon,species_taxon_id,species_taxon_name,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,subclass_taxon_id,subclass_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
benthic_forams,Uvigerina pigmea,,,,,,,,Uvigerina,,,,pigmea,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina pigmea (spinose),Uvigerina pigmea,,,,,,,Uvigerina,,,,pigmea,,,,Uvigerina pigmea (spinose),2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina porrecta,,,,,,,,Uvigerina,,,,porrecta,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina pygmaea langeri,,,,,,,,Uvigerina,,,,pygmaea,,langeri,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina pygmaea-peregrina,,,,,,,,Uvigerina,,,,pygmaea-peregrina,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina resurgens,,,,,,,,Uvigerina,,,,resurgens,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina schencki,,,,,,,,Uvigerina,,,,schencki,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina sp. 3,,,,,,,,Uvigerina,,,,sp. 3,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina sp. 4,,,,,,,,Uvigerina,,,,sp. 4,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina sp. A,,,,,,,,Uvigerina,,,,sp. A,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina sp. cf. U. tasmana,Uvigerina cf. tasmana,,,,,,,Uvigerina,,,cf.,tasmana,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina sp. cf. U.postica,Uvigerina cf. postica,,,,,,,Uvigerina,,,cf.,postica,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina spinosa,,,,,,,,Uvigerina,,,,spinosa,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina spp.*,Uvigerina spp.,,,,,,,Uvigerina,,,,spp.,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina striatula,,,,,,,,Uvigerina,,,,striatula,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina subproboscidea,,,,,,,,Uvigerina,,,,subproboscidea,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina wakimotoensis,,,,,,,,Uvigerina,,,,wakimotoensis,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerinammina jankoi,,,,,,,,Uvigerinammina,,,,jankoi,,,,,2759,Uvigerinammina,genus,,,,2759,Uvigerinammina,112277,Verneuilinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerinammina spp.,,,,,,,,Uvigerinammina,,,,spp.,,,,,2759,Uvigerinammina,genus,,,,2759,Uvigerinammina,112277,Verneuilinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerinid taxa,Uvigerinidae indet.,,,,,Uvigerinidae indet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Vaginulina aff. wadei,,,,,,,,Vaginulina,,,aff.,wadei,,,,,2762,Vaginulina,genus,,,,2762,Vaginulina,82197,Nodosariidae,429322,Nodosariida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulina cf. jurassica,,,,,,,,Vaginulina,,,cf.,jurassica,,,,,2762,Vaginulina,genus,,,,2762,Vaginulina,82197,Nodosariidae,429322,Nodosariida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulina elegans mexicana,,,,,,,,Vaginulina,,,,elegans,,mexicana,,,2762,Vaginulina,genus,,,,2762,Vaginulina,82197,Nodosariidae,429322,Nodosariida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulina legumen,,,,,,,,Vaginulina,,,,legumen,,,,,2762,Vaginulina,genus,,,,2762,Vaginulina,82197,Nodosariidae,429322,Nodosariida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulina manubrium,,,,,,,,Vaginulina,,,,manubrium,,,,,2762,Vaginulina,genus,,,,2762,Vaginulina,82197,Nodosariidae,429322,Nodosariida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulina mexicana,,,,,,,,Vaginulina,,,,mexicana,,,,,2762,Vaginulina,genus,,,,2762,Vaginulina,82197,Nodosariidae,429322,Nodosariida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulina paucistriata,,,,,,,,Vaginulina,,,,paucistriata,,,,,2762,Vaginulina,genus,,,,2762,Vaginulina,82197,Nodosariidae,429322,Nodosariida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulina petila,,,,,,,,Vaginulina,,,,petila,,,,,2762,Vaginulina,genus,,,,2762,Vaginulina,82197,Nodosariidae,429322,Nodosariida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulina sulcata,,,,,,,,Vaginulina,,,,sulcata,,,,,2762,Vaginulina,genus,,,,2762,Vaginulina,82197,Nodosariidae,429322,Nodosariida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulinopsis carinata,,,,,,,,Vaginulinopsis,,,,carinata,,,,,2763,Vaginulinopsis,genus,,,,2763,Vaginulinopsis,112281,Vaginulinidae,428878,Vaginulinida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulinopsis fragaria,,,,,,,,Vaginulinopsis,,,,fragaria,,,,,2763,Vaginulinopsis,genus,,,,2763,Vaginulinopsis,112281,Vaginulinidae,428878,Vaginulinida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulinopsis harpa,,,,,,,,Vaginulinopsis,,,,harpa,,,,,2763,Vaginulinopsis,genus,,,,2763,Vaginulinopsis,112281,Vaginulinidae,428878,Vaginulinida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulinopsis humilis,,,,,,,,Vaginulinopsis,,,,humilis,,,,,2763,Vaginulinopsis,genus,,,,2763,Vaginulinopsis,112281,Vaginulinidae,428878,Vaginulinida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulinopsis nummulitica,,,,,,,,Vaginulinopsis,,,,nummulitica,,,,,2763,Vaginulinopsis,genus,,,,2763,Vaginulinopsis,112281,Vaginulinidae,428878,Vaginulinida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulinopsis tasmanica,,,,,,,,Vaginulinopsis,,,,tasmanica,,,,,2763,Vaginulinopsis,genus,,,,2763,Vaginulinopsis,112281,Vaginulinidae,428878,Vaginulinida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaginulopsis reticulosa,Vaginulinopsis reticulosa,,,,,,,Vaginulinopsis,,,,reticulosa,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Valvulineria (?) sp. 1,? Valvulineria sp. 1,,,,,,?,Valvulineria,,,,sp. 1,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria ? n. sp. 1,? Valvulineria sp. 1,,,,,,?,Valvulineria,,,,sp. 1,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria arctica,,,,,,,,Valvulineria,,,,arctica,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria berthelini,,,,,,,,Valvulineria,,,,berthelini,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria cf. V. inequalis,Valvulineria cf. inequalis,,,,,,,Valvulineria,,,cf.,inequalis,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria cf. V. laevigata,Valvulineria cf. laevigata,,,,,,,Valvulineria,,,cf.,laevigata,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria cf. bradyiana,,,,,,,,Valvulineria,,,cf.,bradyiana,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria cf. masudai,,,,,,,,Valvulineria,,,cf.,masudai,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria cf. sadonica,,,,,,,,Valvulineria,,,cf.,sadonica,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria compressa,,,,,,,,Valvulineria,,,,compressa,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria gunjii,,,,,,,,Valvulineria,,,,gunjii,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria gunjii A,Valvulineria gunjii,,,,,,,Valvulineria,,,,gunjii,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria inaequalis,,,,,,,,Valvulineria,,,,inaequalis,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria intracretacea/parva,,,,,,,,Valvulineria,,,,intracretacea/parva,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria lenticula,,,,,,,,Valvulineria,,,,lenticula,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria loetterlei,,,,,,,,Valvulineria,,,,loetterlei,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria marmorea,,,,,,,,Valvulineria,,,,marmorea,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria masudai,,,,,,,,Valvulineria,,,,masudai,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria mexicana,,,,,,,,Valvulineria,,,,mexicana,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria peruensis,,,,,,,,Valvulineria,,,,peruensis,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria peruviana,,,,,,,,Valvulineria,,,,peruviana,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria rugosa minuta,,,,,,,,Valvulineria,,,,rugosa,,minuta,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria sp. A,,,,,,,,Valvulineria,,,,sp. A,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria sp. C,,,,,,,,Valvulineria,,,,sp. C,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria sp.cf. V.compressa,Valvulineria cf. compressa,,,,,,,Valvulineria,,,cf.,compressa,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria sp.cf. V.depressa,Valvulineria cf. depressa,,,,,,,Valvulineria,,,cf.,depressa,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria sp.cf. V.samanica,Valvulineria cf. samanica,,,,,,,Valvulineria,,,cf.,samanica,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulineria welcomensis,,,,,,,,Valvulineria,,,,welcomensis,,,,,2771,Valvulineria,genus,,,,2771,Valvulineria,241044,Bagginidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Valvulinidae taxa,Valvulinidae indet.,,,,,Valvulinidae indet.,,,,,,,,,,,103762,Valvulinidae,family,,,,,,103762,Valvulinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaughanina cubensis,,,,,,,,Vaughanina,,,,cubensis,,,,,2781,Vaughanina,genus,,,,2781,Vaughanina,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vaughanina sp.,,,,,,,,Vaughanina,,,,sp.,,,,,2781,Vaughanina,genus,,,,2781,Vaughanina,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vercorsella sp.,,,,,,,,Vercorsella,,,,sp.,,,,,2787,Vercorsella,genus,,,,2787,Vercorsella,147604,Cuneolinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vercorsella sp. cf. V. arenata,Vercorsella cf. arenata,,,,,,,Vercorsella,,,cf.,arenata,,,,,2787,Vercorsella,genus,,,,2787,Vercorsella,147604,Cuneolinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vercorsella sp. cf. V. immaturata,Vercorsella cf. immaturata,,,,,,,Vercorsella,,,cf.,immaturata,,,,,2787,Vercorsella,genus,,,,2787,Vercorsella,147604,Cuneolinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vercorsella sp. cf. V. scarsellai,Vercorsella cf. scarsellai,,,,,,,Vercorsella,,,cf.,scarsellai,,,,,2787,Vercorsella,genus,,,,2787,Vercorsella,147604,Cuneolinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vercorsella wintereri,,,,,,,,Vercorsella,,,,wintereri,,,,,2787,Vercorsella,genus,,,,2787,Vercorsella,147604,Cuneolinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Verneuilina cretacea,,,,,,,,Verneuilina,,,,cretacea,,,,,2789,Verneuilina,genus,,,,2789,Verneuilina,112277,Verneuilinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Verneuilina howchini,,,,,,,,Verneuilina,,,,howchini,,,,,2789,Verneuilina,genus,,,,2789,Verneuilina,112277,Verneuilinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Verneuilina spp.,,,,,,,,Verneuilina,,,,spp.,,,,,2789,Verneuilina,genus,,,,2789,Verneuilina,112277,Verneuilinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Verneuilinidae taxa,Verneuilinidae indet.,,,,,Verneuilinidae indet.,,,,,,,,,,,112277,Verneuilinidae,family,,,,,,112277,Verneuilinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Verneuilinoides neocomiensis,,,,,,,,Verneuilinoides,,,,neocomiensis,,,,,423022,Verneuilinoides neocomiensis,species,,423022,Verneuilinoides neocomiensis,2791,Verneuilinoides,112277,Verneuilinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Verneuilinoides sp. (slender),Verneuilinoides sp.,,,,,,,Verneuilinoides,,,,sp.,,,,Verneuilinoides sp. (slender),2791,Verneuilinoides,genus,,,,2791,Verneuilinoides,112277,Verneuilinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Verneuilinoides? sp.,? Verneuilinoides sp.,,,,,,?,Verneuilinoides,,,,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Victoriella conoidea,,,,,,,,Victoriella,,,,conoidea,,,,,2797,Victoriella,genus,,,,2797,Victoriella,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Victoriellidae (unspecified taxon or taxa),Victoriellidae indet.,,,,,Victoriellidae indet.,,,,,,,,,,,279366,Victoriellidae,family,,,,,,279366,Victoriellidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vidalina sp. cf. V. hispanica,Vidalina cf. hispanica,,,,,,,Vidalina,,,cf.,hispanica,,,,,2798,Vidalina,genus,,,,2798,Vidalina,112295,Cornuspiridae,256604,Miliolida,,,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Virgulina pauciloculata,,,,,,,,Virgulina,,,,pauciloculata,,,,,103765,Virgulina,genus,,,,103765,Virgulina,103766,Buliminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Virgulinid (small),Virgulina sp.,,,,,,,Virgulina,,,,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Voloshinoides (?) sp. A,? Voloshinoides sp. A,,,,,,?,Voloshinoides,,,,sp. A,,,,,2807,Voloshinoides,genus,,,,2807,Voloshinoides,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Voloshinoides ? sp. C,? Voloshinoides sp. C,,,,,,?,Voloshinoides,,,,sp. C,,,,,2807,Voloshinoides,genus,,,,2807,Voloshinoides,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Voloshinoides ? sp. D,? Voloshinoides sp. D,,,,,,?,Voloshinoides,,,,sp. D,,,,,2807,Voloshinoides,genus,,,,2807,Voloshinoides,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vulvulina haeringensis,,,,,,,,Vulvulina,,,,haeringensis,,,,,2810,Vulvulina,genus,,,,2810,Vulvulina,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vulvulina sp.cf. V.curta,Vulvulina cf. curta,,,,,,,Vulvulina,,,cf.,curta,,,,,2810,Vulvulina,genus,,,,2810,Vulvulina,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Vulvulina spp.,,,,,,,,Vulvulina,,,,spp.,,,,,2810,Vulvulina,genus,,,,2810,Vulvulina,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Wiesnerella auriculata,,,,,,,,Wiesnerella,,,,auriculata,,,,,240827,Wiesnerella auriculata,species,,240827,Wiesnerella auriculata,240076,Wiesnerella,112295,Cornuspiridae,256604,Miliolida,,,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Zeaflorilus chiliensis,,,,,,,,Zeaflorilus,,,,chiliensis,,,,,2835,Zeaflorilus,genus,,,,2835,Zeaflorilus,82211,Nonionidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,lagenid taxa,Lagenidae indet.,,,,,Lagenidae indet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,miolinids unknown,Miliolida indet.,,,,,Miliolida indet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,other agglutinated taxa,Textulariia indet.,,,,,Textulariia indet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,pleurostomellid taxa,Pleurostomellidae indet.,,,,,Pleurostomellidae indet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,polymorhinids xxx,Polymorphinidae indet.,,,,,Polymorphinidae indet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,rugosa rugosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolboformids,Bolboforma aculeata,,,,,,,,Bolboforma,,,,aculeata,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma alata,,,,,,,,Bolboforma,,,,alata,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma antarctica,,,,,,,,Bolboforma,,,,antarctica,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma atlantica,,,,,,,,Bolboforma,,,,atlantica,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma badenensis,,,,,,,,Bolboforma,,,,badenensis,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma c. costairregularis,Bolboforma costairregularis costairregularis,,,,,,,Bolboforma,,,,costairregularis,,costairregularis,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma capsula,,,,,,,,Bolboforma,,,,capsula,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma carina,,,,,,,,Bolboforma,,,,carina,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma carinsapinosa,,,,,,,,Bolboforma,,,,carinsapinosa,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma cf.  laevis (round),Bolboforma cf. laevis,,,,,,,Bolboforma,,,cf.,laevis,,,,Bolboforma cf.  laevis (round),435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma cf. subfragori,,,,,,,,Bolboforma,,,cf.,subfragori,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma clodiusi,,,,,,,,Bolboforma,,,,clodiusi,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma communis,,,,,,,,Bolboforma,,,,communis,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma compressibadenensis,,,,,,,,Bolboforma,,,,compressibadenensis,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma compressispinosa,,,,,,,,Bolboforma,,,,compressispinosa,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma contorta contorta,,,,,,,,Bolboforma,,,,contorta,,contorta,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma contorta sculpturata,,,,,,,,Bolboforma,,,,contorta,,sculpturata,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma costa. variabilis,Bolboforma costa variabilis,,,,,,,Bolboforma,,,,costa,,variabilis,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma cyst,Bolboforma sp.,,,,,,,Bolboforma,,,,sp.,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma danielsi,,,,,,,,Bolboforma,,,,danielsi,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma deformis,,,,,,,,Bolboforma,,,,deformis,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma elegans,,,,,,,,Bolboforma,,,,elegans,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma eocena,,,,,,,,Bolboforma,,,,eocena,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma fava,,,,,,,,Bolboforma,,,,fava,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
bolboformids,Bolboforma fragori,,,,,,,,Bolboforma,,,,fragori,,,,,435401,Bolboforma,genus,,,,435401,Bolboforma,,,,,,,69590,Chrysophyceae,,,,,,
