Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
374-U1521A-63R-4,0.0,8.0,567.87,567.95,sandy,mudstone,with dispersed clasts,sandy mudstone with dispersed clasts,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,gradational boundary or contact,,Disperesed clasts,,,,374,U1521,A,63,R,4,,,,
374-U1521A-63R-4,8.0,94.0,567.95,568.81,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,63,R,4,,,,
374-U1521A-63R-5-A,0.0,107.0,568.81,569.88,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Vein network most pronounced then previous sections. most obvious at 68-97 cm. Lonestones at 97.5-100.5, 38.5-39.5, 46.5-47.5, 41.5-42.5.",,,,374,U1521,A,63,R,5,A,,,
374-U1521A-63R-CC-A,0.0,19.0,569.88,570.07,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 4-6 cm.,,,,374,U1521,A,63,R,CC,A,,,
374-U1521A-64R-1-A,0.0,136.0,573.3,574.66,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,"Faint network of veins throughout, lonestone at 88-89, carbonate concretion at 72.",,,,374,U1521,A,64,R,1,A,,,
374-U1521A-64R-2-A,0.0,138.0,574.66,576.04,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,"Faint network of veins throughout, but most pronbounced at 46-50.",,,,374,U1521,A,64,R,2,A,,,
374-U1521A-64R-3-A,0.0,116.0,576.04,577.2,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 27.5-32. 73-74, 107-115",,,,374,U1521,A,64,R,3,A,,,
374-U1521A-64R-4-A,0.0,114.0,577.2,578.34,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 31, 37, 47-48, 89 108, 112",,,,374,U1521,A,64,R,4,A,,,
374-U1521A-64R-5-A,0.0,141.0,578.34,579.75,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 37, 83-94.",,,,374,U1521,A,64,R,5,A,,,
374-U1521A-64R-6-A,0.0,97.0,579.75,580.72,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 22, 31, 57, 60, 62, 66",,,,374,U1521,A,64,R,6,A,,,
374-U1521A-64R-CC-A,0.0,44.0,580.72,581.16,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestones at 25,,,,374,U1521,A,64,R,CC,A,,,
374-U1521A-65R-1-A,0.0,150.0,582.9,584.4,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,interlamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 3-4, 11, 18, 73, 88-89, 115, 136, 147-149. From 117-121 cm: very fair color laminations that appear to be physically interbedded)",,,,374,U1521,A,65,R,1,A,,,
374-U1521A-65R-2-A,0.0,136.0,584.4,585.76,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 16-17, 56, 131",,,,374,U1521,A,65,R,2,A,,,
374-U1521A-65R-3-A,0.0,141.0,585.76,587.17,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 63-64, 83, 103, 137-139, 127-128. Faint vein network 60-80.",,,,374,U1521,A,65,R,3,A,,,
374-U1521A-65R-4-A,0.0,128.0,587.17,588.45,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 17, 46, 47, 59, 86-87, 110, 121. Faint vein network most obvious between 100-113.",,,,374,U1521,A,65,R,4,A,,,
374-U1521A-65R-5-A,0.0,117.0,588.45,589.62,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,"Lonestones at 21, 57, 66, 67",,,,374,U1521,A,65,R,5,A,,,
374-U1521A-65R-CC-A,0.0,7.0,589.62,589.69,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,65,R,CC,A,,,
374-U1521A-66R-1-A,0.0,144.0,592.5,593.94,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 35, 42-43, 63-64, 111, 126-127",,,,374,U1521,A,66,R,1,A,,,
374-U1521A-66R-2-A,0.0,135.0,593.94,595.29,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 23, 41-42, 73, 125, 129, 51",,,,374,U1521,A,66,R,2,A,,,
374-U1521A-66R-3-A,0.0,131.0,595.29,596.6,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,"Carbonate concretion at 95 and lonestones at 15-16, 60-61, 68-69, 93, 97, 123.",,,,374,U1521,A,66,R,3,A,,,
374-U1521A-66R-4-A,0.0,110.0,596.6,597.7,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone 13, 15, 42, 51, 65, 92",,,,374,U1521,A,66,R,4,A,,,
374-U1521A-66R-5-A,0.0,117.0,597.7,598.87,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 35, 51, 57-58, 68, 74, 75-77, 100, 107, and faint vein network at 0-60.",,,,374,U1521,A,66,R,5,A,,,
374-U1521A-66R-6-A,0.0,120.0,598.87,600.07,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Vein network at 34-53, and 89-100. Lonestones at 4-5, 40, 76, 95-96, 100-101.",,,,374,U1521,A,66,R,6,A,,,
374-U1521A-66R-7-A,0.0,150.0,600.07,601.57,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Vein network at 50-86, and lonestones at 34-35, 51-52.",,,,374,U1521,A,66,R,7,A,,,
374-U1521A-66R-CC-A,0.0,57.0,601.57,602.14,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,66,R,CC,A,,,
374-U1521A-67R-1-A,0.0,147.0,602.1,603.57,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 27, 55, 62, 65, 93-95, 111-112, 138, 140",,,,374,U1521,A,67,R,1,A,,,
374-U1521A-67R-2-A,0.0,137.0,603.57,604.94,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,,,"Lonestones at 28, 35, 84, 90, 92. Foram fragment at 66.5.",,,,374,U1521,A,67,R,2,A,,,
374-U1521A-67R-3-A,0.0,113.0,604.94,606.07,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,interlamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 4-5, 33, 34, 43, 104, 109. Faint laminations of color alternations between 72-79.",,,,374,U1521,A,67,R,3,A,,,
374-U1521A-67R-4-A,0.0,145.0,606.07,607.52,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"From 40-73 a clasts are oriented perpendicular to coring direction. Lonestones are at 11, 16, 47, 58, 61, 73, 128, 140. Vein network at 73.",,,,374,U1521,A,67,R,4,A,,,
374-U1521A-67R-5-A,0.0,150.0,607.52,609.02,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,interlamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,,,"Physcially interbedded laminated interval (color changes) between 22-35. Faint vein network at 35. Lonestones are at 33, 41, 64, 110, 112, 116, 124-127.",,,,374,U1521,A,67,R,5,A,,,
374-U1521A-67R-6-A,0.0,145.0,609.02,610.47,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 9, 15, 22.5, 36-39, 69, 75, 77-79, 84, 105-110, 118, 125-126, 133-134. Faint vein network at 0-38.",,,,374,U1521,A,67,R,6,A,,,
374-U1521A-67R-7-A,0.0,144.0,610.47,611.91,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,foraminifer,lonestone,,,"Lonestones at 72, 90-91, 122-123. Foraminifera fragment of either Nodosarie or Dentalina at 14..",,,,374,U1521,A,67,R,7,A,,,
374-U1521A-67R-CC-A,0.0,15.0,611.91,612.06,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,67,R,CC,A,,,
374-U1521A-68R-1-A,0.0,142.0,611.7,613.12,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 16, 17-30, 23-24, 31-32, 35-37, 111-113, and 128-129 cm.",,,,374,U1521,A,68,R,1,A,,,
374-U1521A-68R-1-A,83.0,95.0,612.53,612.65,,,,,interlamination,,,,,,,,,,,,,,,,374,U1521,A,68,R,1,A,,,
374-U1521A-68R-1-A,95.0,140.0,612.65,613.1,,,,,,GLEY 1 5/N (gray),,,,,,,,,,,,,,,374,U1521,A,68,R,1,A,,,
374-U1521A-68R-2-A,0.0,127.0,613.12,614.39,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 19-60 (Granite), and 68-70 cm.",,,,374,U1521,A,68,R,2,A,,,
374-U1521A-68R-2-A,81.0,87.0,613.93,613.99,,,,,interlamination,,,,,,,,,,,,Physically interlaminated gray mud.,,,,374,U1521,A,68,R,2,A,,,
374-U1521A-68R-3-A,0.0,148.0,614.39,615.87,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 23-25, 48-49, 68-71, 80, 103, and 122-124 cm.",,,,374,U1521,A,68,R,3,A,,,
374-U1521A-68R-4-A,0.0,121.0,615.87,617.08,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,"Lonestones at 5, 20, 32, 45-47, 64, 65, and 81 cm. Carbonate concretion at 52, and 70 cm.",,,,374,U1521,A,68,R,4,A,,,
374-U1521A-68R-4-A,28.0,46.0,616.15,616.33,,,,,vein network,,,,,,,,,,,,,,,,374,U1521,A,68,R,4,A,,,
374-U1521A-68R-5-A,0.0,128.0,617.08,618.36,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 36, 61-63, 88-90, and 101-104 cm.",,,,374,U1521,A,68,R,5,A,,,
374-U1521A-68R-5-A,66.0,75.0,617.74,617.83,,,,,vein network,,,,,,,,,,,,,,,,374,U1521,A,68,R,5,A,,,
374-U1521A-68R-6-A,0.0,118.0,618.36,619.54,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 4-8, 16-17, 27-37 (granodiorite?), 109-112, and 113-114 cm.",,,,374,U1521,A,68,R,6,A,,,
374-U1521A-68R-6-A,75.0,92.0,619.11,619.28,,,,,vein network,,,,,,,,,,,,,,,,374,U1521,A,68,R,6,A,,,
374-U1521A-68R-7-A,0.0,30.0,619.54,619.84,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,gradational boundary or contact,,Lonestone at 13-14 cm.,,,,374,U1521,A,68,R,7,A,,,
374-U1521A-68R-7-A,30.0,132.0,619.84,620.86,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 125-126 cm.,,,,374,U1521,A,68,R,7,A,,,
374-U1521A-68R-7-A,132.0,138.0,620.86,620.92,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 135-137 cm.,,,,374,U1521,A,68,R,7,A,,,
374-U1521A-68R-CC-A,0.0,11.0,620.92,621.03,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,,,Shell fragment at 9 cm.,,,,374,U1521,A,68,R,CC,A,,,
374-U1521A-69R-1-A,0.0,110.0,621.3,622.4,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1521,A,69,R,1,A,,,
374-U1521A-69R-1-A,22.0,23.0,621.52,621.53,,,,,interlamination,,,,,,,,,,,,Fine laminae,,,,374,U1521,A,69,R,1,A,,,
374-U1521A-69R-1-A,67.0,69.0,621.97,621.99,,,,,vein network,,,,,,,,,,,,,,,,374,U1521,A,69,R,1,A,,,
374-U1521A-69R-1-A,67.0,85.0,621.97,622.15,,,,,interlamination,,,,,,,,,,,,stratified slightly.,,,,374,U1521,A,69,R,1,A,,,
374-U1521A-69R-1-A,110.0,121.0,622.4,622.51,,sandy mud(stone) to muddy sand(stone) [S54m],,sandy mud(stone) to muddy sand(stone),,GLEY 1 3/10Y (very dark greenish gray),moderate [DB86],2,,,,,,,gradational boundary or contact,,Sandy mudstone to muddy silt stone with bioturbation.,,,,374,U1521,A,69,R,1,A,,,
374-U1521A-69R-1-A,121.0,135.0,622.51,622.65,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 121-122 cm.,,,,374,U1521,A,69,R,1,A,,,
374-U1521A-69R-2-A,0.0,144.0,622.65,624.09,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestone at 18-20, 48-49, and 125 cm. Carbonate cement at 96 cm.",,,,374,U1521,A,69,R,2,A,,,
374-U1521A-69R-2-A,27.0,29.0,622.92,622.94,,,,,interlamination,,,,,,,,,,,,weakly laminated stratified.,,,,374,U1521,A,69,R,2,A,,,
374-U1521A-69R-3-A,0.0,130.0,624.09,625.39,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,Lonestone,,,Lonestone at 43 cm.,,,,374,U1521,A,69,R,3,A,,,
374-U1521A-69R-3-A,4.0,34.0,624.13,624.43,,,,,interlamination,,,,,,,,,,,,Slihgtly stratified.,,,,374,U1521,A,69,R,3,A,,,
374-U1521A-69R-4-A,0.0,146.0,625.39,626.85,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,foraminifer,lonestone,,,Benthic foram at 94. Shell fragment at 109 cm. Aligined facited lonestone at 70-73 cm.,,,,374,U1521,A,69,R,4,A,,,
374-U1521A-69R-4-A,10.0,30.0,625.49,625.69,,,,,interlamination,,,,,,,,,,,,Slight stratification,,,,374,U1521,A,69,R,4,A,,,
374-U1521A-69R-5-A,0.0,45.0,626.85,627.3,,,,,vein network,,moderate [DB86],2,,,,,,,,,,,,,374,U1521,A,69,R,5,A,,,
374-U1521A-69R-5-A,0.0,140.0,626.85,628.25,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,Lonestone,,,Lonestone at 105-112 cm.,,,,374,U1521,A,69,R,5,A,,,
374-U1521A-69R-6-A,0.0,102.0,628.25,629.27,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,inclined boundary or contact,,"Carbonate concretion at 20-23 cm. Lonestones at 39-40, 61-64, and 70-74 cm. Sharp inclined contact at 102 cm.",,,,374,U1521,A,69,R,6,A,,,
374-U1521A-69R-6-A,7.0,36.0,628.32,628.61,,,,,vein network,,,,,,,,,,,,,,,,374,U1521,A,69,R,6,A,,,
374-U1521A-69R-6-A,102.0,122.0,629.27,629.47,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,69,R,6,A,,,
374-U1521A-69R-CC-A,0.0,19.0,629.47,629.66,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,69,R,CC,A,,,
374-U1521A-70R-1-A,0.0,126.0,630.9,632.16,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,,,"Lonestone 3-4, 8-9, 46, 55-57, 64, and 65 cm. Shell fragment at 83 cm.",,,,374,U1521,A,70,R,1,A,,,
374-U1521A-70R-1-A,125.0,126.0,632.15,632.16,,,,,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,,,,,374,U1521,A,70,R,1,A,,,
374-U1521A-70R-2-A,0.0,83.0,632.16,632.99,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Shell fragment at 12 cm. Lonestone at 55-57 cm.,,,,374,U1521,A,70,R,2,A,,,
374-U1521A-70R-2-A,83.0,107.0,632.99,633.23,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 88-89 and 92-93 cm.,,,,374,U1521,A,70,R,2,A,,,
374-U1521A-70R-2-A,107.0,128.0,633.23,633.44,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,2,A,,,
374-U1521A-70R-2-A,128.0,132.0,633.44,633.48,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,wavy laminae,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,2,A,,,
374-U1521A-70R-3-A,0.0,7.0,633.48,633.55,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Shell fragment at 6 cm.,,,,374,U1521,A,70,R,3,A,,,
374-U1521A-70R-3-A,7.0,11.0,633.55,633.59,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,3,A,,,
374-U1521A-70R-3-A,11.0,23.0,633.59,633.71,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,chaotic boundary or contact,,Carbonate concretion at 13 cm.,,,,374,U1521,A,70,R,3,A,,,
374-U1521A-70R-3-A,23.0,107.0,633.71,634.55,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 24 and 37-39 cm.,,,,374,U1521,A,70,R,3,A,,,
374-U1521A-70R-3-A,107.0,128.0,634.55,634.76,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,wavy laminae,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Tilled laminae at 107-128 cm.,,,,374,U1521,A,70,R,3,A,,,
374-U1521A-70R-3-A,128.0,135.0,634.76,634.83,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,3,A,,,
374-U1521A-70R-3-A,135.0,135.0,634.83,634.83,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,inclined boundary or contact,,Inclinde sharp contact at 135 cm.,,,,374,U1521,A,70,R,3,A,,,
374-U1521A-70R-3-A,135.0,142.0,634.83,634.9,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,wavy laminae,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Wavy laminae with reverse frame structure (?) at 135-142 cm.,,,,374,U1521,A,70,R,3,A,,,
374-U1521A-70R-4-A,0.0,151.0,634.9,636.41,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,"Carbonate concretion at 19-20 and 136-139 cm. Lonestone at 28-29, 49-50, 50, 53, and 54 cm. *Oriented 45 degree.",,,,374,U1521,A,70,R,4,A,,,
374-U1521A-70R-5-A,0.0,5.0,636.41,636.46,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,5,A,,,
374-U1521A-70R-5-A,5.0,16.0,636.46,636.57,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Shell fragment at 69-71 cm.,,,,374,U1521,A,70,R,5,A,,,
374-U1521A-70R-5-A,16.0,20.0,636.57,636.61,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,5,A,,,
374-U1521A-70R-5-A,20.0,29.0,636.61,636.7,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,5,A,,,
374-U1521A-70R-5-A,29.0,38.0,636.7,636.79,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,cross-bedding,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1521,A,70,R,5,A,,,
374-U1521A-70R-5-A,38.0,57.0,636.79,636.98,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,5,A,,,
374-U1521A-70R-5-A,57.0,89.0,636.98,637.3,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,Carbonate concretion at 66 cm. Lonestone at 69-71 cm.,,,,374,U1521,A,70,R,5,A,,,
374-U1521A-70R-5-A,89.0,110.0,637.3,637.51,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,5,A,,,
374-U1521A-70R-5-A,110.0,135.0,637.51,637.76,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,5,A,,,
374-U1521A-70R-5-A,135.0,145.0,637.76,637.86,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,5,A,,,
374-U1521A-70R-6-A,0.0,53.0,637.86,638.39,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 27 cm.,,,,374,U1521,A,70,R,6,A,,,
374-U1521A-70R-6-A,53.0,71.0,638.39,638.57,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Stratified sediments at 53-71 cm.,,,,374,U1521,A,70,R,6,A,,,
374-U1521A-70R-6-A,71.0,82.0,638.57,638.68,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,6,A,,,
374-U1521A-70R-6-A,82.0,93.0,638.68,638.79,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,wavy laminae,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Faint lamination at 82-93 cm.,,,,374,U1521,A,70,R,6,A,,,
374-U1521A-70R-6-A,93.0,100.0,638.79,638.86,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,carbonate,,,,,,,,,374,U1521,A,70,R,6,A,,,
374-U1521A-70R-7-A,0.0,6.0,638.86,638.92,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,,,,,374,U1521,A,70,R,7,A,,,
374-U1521A-70R-7-A,6.0,6.0,638.92,638.92,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,wavy laminae,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,70,R,7,A,,,
374-U1521A-70R-7-A,6.0,43.0,638.92,639.29,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lnestone at 29-30 cm.,,,,374,U1521,A,70,R,7,A,,,
374-U1521A-70R-7-A,43.0,43.0,639.29,639.29,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,wavy laminae,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,,,,,374,U1521,A,70,R,7,A,,,
374-U1521A-70R-7-A,43.0,46.0,639.29,639.32,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,contorted banding/soft sediment deformation,,Irregular contact at 44-46 cm.,,,,374,U1521,A,70,R,7,A,,,
