Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
375-U1520D-33X-3-A,0,117.0,264.21,265.38,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layers exhibit planar and cross lamination. Siltstone layers at 18, 42, 65 (light colored very fine sand), 88, and 99 cm. Pyrite grains (<1 mm) incorporated into mud. Bioturbation is seen more clearly than in previous cores, though this could be due to the cores being split using a saw rather than wire in high tension. Ash layers at 42 and 65 cm.",,,,375,U1520,D,33,X,3,A,,,
375-U1520D-33X-4-A,0,151.0,265.73,267.24,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layers exhibit planar and cross lamination. Siltstone layers at 6, 14, 41, 46, 56, 66, 74, 89, 92, 96, 106, 125, 130, 137, and 146 cm. Bioturbation is seen more clearly than in previous cores, though this could be due to the cores being split using a saw rather than wire in high tension.",,,,375,U1520,D,33,X,4,A,,,
375-U1520D-33X-5-A,0,151.0,267.24,268.75,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layers exhibit planar and cross lamination. Siltstone layers at 5, 9, 1, 33, 40, 48, 53, 59, 70, 78.5, 86, 92, 93.5, 97, 105, 123, 130, 135, and 144.5 cm. Bioturbation is seen more clearly than in previous cores, though this could be due to the cores being split using a saw rather than wire in high tension.",,,,375,U1520,D,33,X,5,A,,,
375-U1520D-33X-6-A,0,17.0,268.75,268.92,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layers exhibit planar and cross lamination. Siltstone layers at 5 and 14 cm. Bioturbation is seen more clearly than in previous cores, though this could be due to the cores being split using a saw rather than wire in high tension.",,,,375,U1520,D,33,X,6,A,,,
375-U1520D-33X-6-A,17,31.0,268.92,269.06,,,siltstone [S54],,siltstone,siltstone,siltstone,N 4 (dark gray),irregular,sharp,irregular sharp,horizontal,medium bed [B01],consolidated,normal grading,poor [2014],,,,planar lamination,,,,,,,,Siltstone to very fine sandstone with planar lamination and slight cross lamination at the top of the layer.,,,,375,U1520,D,33,X,6,A,,,
375-U1520D-33X-6-A,31,148.0,269.06,270.23,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layers exhibit planar and cross lamination. Siltstone layers at 37, 41, 47, 50, 57, 64, 68, 76, 79, 85, 89, 93, 106, 121, 127, 132, 139, and 149 cm. Carbonaceous material with zinc oxides at 118 cm. Bioturbation is seen more clearly than in previous cores, though this could be due to the cores being split using a saw rather than wire in high tension.",,,,375,U1520,D,33,X,6,A,,,
375-U1520D-33X-CC-A,0,9.0,270.23,270.32,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,,,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layer at 4 cm. Bioturbation is seen more clearly than in previous cores, though this could be due to the cores being split using a saw rather than wire in high tension.",,,,375,U1520,D,33,X,CC,A,,,
375-U1520D-35X-1-A,0,150.0,366.6,368.1,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],parallel bedding,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layer at 35, 53, 70, 74, 127 cm. Bioturbation is seen more clearly than in previous cores, though this could be due to the cores being split using a saw rather than wire in high tension. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,35,X,1,A,,,
375-U1520D-35X-2-A,0,145.0,368.1,369.55,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],parallel bedding,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layer at 15, 19, 40, 43, 84, 115 cm. Bioturbation is seen more clearly than in previous cores, though this could be due to the cores being split using a saw rather than wire in high tension. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,35,X,2,A,,,
375-U1520D-35X-3-A,0,84.0,369.55,370.39,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],parallel bedding,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layers at 10, 41 cm. Bioturbation is seen more clearly than in previous cores, though this could be due to the cores being split using a saw rather than wire in high tension. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,35,X,3,A,,,
375-U1520D-35X-4-A,0,150.0,370.73,372.23,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],parallel bedding,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layer at 7, 26, 32, 51, 88, 122 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,35,X,4,A,,,
375-U1520D-35X-5-A,0,135.0,372.23,373.58,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],parallel bedding,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layer at 38, 44, 73, 102 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,35,X,5,A,,,
375-U1520D-35X-6-A,0,140.0,373.74,375.14,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],parallel bedding,slight,1,planar lamination,cross-lamination,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layers at 61, 69, 82, 87 cm. Bioturbation is seen more clearly than in previous cores, though this could be due to the cores being split using a saw rather than wire in high tension. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,35,X,6,A,,,
375-U1520D-35X-7-A,0,35.0,375.14,375.49,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],parallel bedding,slight,1,planar lamination,cross-lamination,,,,,,,Alternating siltstone and mudstone with subtle normal grading. Biscuiting locally obscures base of silt layers.,,,,375,U1520,D,35,X,7,A,,,
375-U1520D-35X-7-A,35,88.0,375.49,376.02,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5G 6/1 (greenish gray),,,,,,consolidated,,,,slight,1,,,,,,,,,"Contorted light greenish gray very fine silt clasts intermixed in background greenish gray mudstone. 55-74 cm interval features a light gray fine silt layer with dispersed sand-sized clasts of green, vesicular basalts. Ash pod layer at 58 and 88 cm.",,,,375,U1520,D,35,X,7,A,,,
375-U1520D-35X-CC-A,0,20.0,376.02,376.22,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5G 6/1 (greenish gray),,,,,,consolidated,,,,slight,1,,,,,,,,,Contorted light greenish gray very fine silt clasts intermixed in background greenish gray mudstone. 1-3 cm interval is a pure ash layer.,,,,375,U1520,D,35,X,CC,A,,,
375-U1520D-36X-CC-A,0,19.0,376.2,376.39,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Possible siltstone layer at 7-13 cm interval, but strongly disturbed by drilling.",,,,375,U1520,D,36,X,CC,A,,,
375-U1520D-36X-CC-A,29,38.0,376.49,376.58,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layer, 2 cm thick at bottom of section.",,,,375,U1520,D,36,X,CC,A,,,
375-U1520D-37X-1-A,0,151.0,385.7,387.21,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layers at 23, 45, 55, 73, 93, 96, 110 cm. Biscuiting locally obscures base of silt layers. From 8-9 cm very thin layer of fragmented dark gray fine-grained material.",,,,375,U1520,D,37,X,1,A,,,
375-U1520D-37X-2-A,0,151.0,387.21,388.72,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layers at 4, 7, 38, 61, 71, 108 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,37,X,2,A,,,
375-U1520D-37X-3-A,0,103.0,388.72,389.75,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layers at 40, 87 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,37,X,3,A,,,
375-U1520D-37X-4-A,0,151.0,389.95,391.46,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layers at 12, 132 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,37,X,4,A,,,
375-U1520D-37X-5-A,0,149.0,391.46,392.95,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layer, 2 cm thick at bottom of section.",,,,375,U1520,D,37,X,5,A,,,
375-U1520D-37X-6-A,0,151.0,392.95,394.46,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,,,,,,,,Alternating siltstone and mudstone with subtle normal grading. Siltstone layerat 106 cm. Biscuiting locally obscures base of silt layers.,,,,375,U1520,D,37,X,6,A,,,
375-U1520D-37X-7-A,0,63.0,394.46,395.09,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone with subtle normal grading. Siltstone layers at 21, 58 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,37,X,7,A,,,
375-U1520D-37X-CC-A,0,21.0,395.09,395.3,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,normal grading,poor [2014],,slight,1,planar lamination,,,,,,,,Alternating siltstone and mudstone with subtle normal grading. Siltstone layer at 82 cm. Biscuiting locally obscures base of silt layers.,,,,375,U1520,D,37,X,CC,A,,,
375-U1520D-38X-1-A,0,150.0,395.3,396.8,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 36, 44 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,38,X,1,A,,,
375-U1520D-38X-2-A,0,117.0,396.8,397.97,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],,slight,1,planar lamination,,,,,,,,"Alternating siltstone and mudstone. Siltstone layers at 36, 44 cm. Biscuiting locally obscures base of silt layers.",,,,375,U1520,D,38,X,2,A,,,
375-U1520D-38X-3-A,0,97.0,398.17,399.14,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,Alternating siltstone and mudstone. Siltstone layers at 88 cm. Biscuiting locally obscures base of silt layers.,,,,375,U1520,D,38,X,3,A,,,
375-U1520D-38X-CC-A,0,15.0,399.14,399.29,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,5G 6/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],consolidated,,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,Alternating siltstone and mudstone. Biscuiting locally obscures base of silt layers.,,,,375,U1520,D,38,X,CC,A,,,
