Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
341-U1418F-44R-3-A,85.0,150.0,671.22,671.87,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash
",,,,,,341,U1418,F,44,R,3,A,,,,
341-U1418F-44R-4-A,0.0,56.5,671.87,672.435,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash
",,,,,,341,U1418,F,44,R,4,A,,,,
341-U1418F-44R-4-A,56.5,139.0,672.435,673.26,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals",,,,,,341,U1418,F,44,R,4,A,,,,
341-U1418F-44R-5-A,0.0,29.0,673.26,673.55,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals",,,,,,341,U1418,F,44,R,5,A,,,,
341-U1418F-44R-5-A,29.0,136.0,673.55,674.62,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash
",,,,,,341,U1418,F,44,R,5,A,,,,
341-U1418F-44R-5-A,136.0,140.0,674.62,674.66,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals",,,,,,341,U1418,F,44,R,5,A,,,,
341-U1418F-44R-6-A,0.0,21.0,674.66,674.87,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals",,,,,,341,U1418,F,44,R,6,A,,,,
341-U1418F-44R-6-A,21.0,83.0,674.87,675.49,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash
",,,,,,341,U1418,F,44,R,6,A,,,,
341-U1418F-44R-CC-A,0.0,15.0,675.49,675.64,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash
",,,,,,341,U1418,F,44,R,CC,A,,,,
341-U1418F-44R-CC-A,15.0,20.0,675.64,675.69,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1418,F,44,R,CC,A,,,,
341-U1418F-45R-1-A,0.0,105.5,677.1,678.155,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"DESCRIPTION FROM CORE 44:

- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals

IN CORE 45:

- ~68: metamorphic rock - gneiss?
",,,,,,341,U1418,F,45,R,1,A,,,,
341-U1418F-45R-1-A,105.5,150.0,678.155,678.6,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"DESCRIPTION FROM CORE 44:

- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash

IN CORE 45:
- ~144 cemented laminated mud",,,,,,341,U1418,F,45,R,1,A,,,,
341-U1418F-45R-2-A,0.0,77.5,678.6,679.375,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"DESCRIPTION FROM CORE 44:

- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash

IN CORE 45:

- ~50: ""special bioturbation""",,,,,,341,U1418,F,45,R,2,A,,,,
341-U1418F-45R-2-A,77.5,146.0,679.375,680.06,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"DESCRIPTION FROM CORE 44:

- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals
",,,,,,341,U1418,F,45,R,2,A,,,,
341-U1418F-45R-3-A,0.0,80.0,680.06,680.86,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"DESCRIPTION FROM CORE 44:

- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals

IN CORE 45:

- ~48.5: gneiss pebble
",,,,,,341,U1418,F,45,R,3,A,,,,
341-U1418F-45R-3-A,80.0,97.5,680.86,681.035,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"DESCRIPTION FROM CORE 44:

- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash
",,,,,,341,U1418,F,45,R,3,A,,,,
341-U1418F-45R-3-A,97.5,119.5,681.035,681.255,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"DESCRIPTION FROM CORE 44:

- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals
",,,,,,341,U1418,F,45,R,3,A,,,,
341-U1418F-45R-3-A,119.5,135.0,681.255,681.41,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"DESCRIPTION FROM CORE 44:

- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash
",,,,,,341,U1418,F,45,R,3,A,,,,
341-U1418F-45R-3-A,135.0,150.0,681.41,681.56,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1418,F,45,R,3,A,,,,
341-U1418F-45R-4-A,0.0,80.0,681.56,682.36,,mud [Leg210],,mud ,trace amount,1,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"DESCRIPTION FROM CORE 44:

- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash

IN CORE 45:

- ~14-15: carbonate-cemented interval
- smear-slide sample from 76 cm: volcaniclastic-bearing mud (10% ash)",,,,,,341,U1418,F,45,R,4,A,,,,
341-U1418F-45R-4-A,80.0,111.0,682.36,682.67,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"DESCRIPTION FROM CORE 44:

- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals
",,,,,,341,U1418,F,45,R,4,A,,,,
341-U1418F-45R-4-A,111.0,150.0,682.67,683.06,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"DESCRIPTION FROM CORE 44:

- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash

IN CORE 45:

- ~131.5: ""mud clast"" -> most probably bioturbation (see sketch on barrel sheet)
",,,,,,341,U1418,F,45,R,4,A,,,,
341-U1418F-45R-5-A,0.0,121.0,683.06,684.27,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"DESCRIPTION FROM CORE 44:

- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash",,,,,,341,U1418,F,45,R,5,A,,,,
341-U1418F-45R-5-A,121.0,143.0,684.27,684.49,,mud [Leg210],,mud ,,,parallel lamination,2.5Y 4/1 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,"- massive mud with VERY occasional lonestones & thin intervals of enhanced sand/gravel contents
- slight colour banding
- multiple holes (<2 mm) -> bioturbation, e.g. section 6, ~97-101 cm
- colour between 2.5Y 4/1 and N 3
",,,,,,341,U1418,F,45,R,5,A,,,,
341-U1418F-45R-6-A,0.0,110.0,684.49,685.59,,mud [Leg210],,mud ,,,parallel lamination,2.5Y 4/1 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,"- massive mud with VERY occasional lonestones & thin intervals of enhanced sand/gravel contents
- slight colour banding
- multiple holes (<2 mm) -> bioturbation, e.g. section 6, ~97-101 cm
- colour between 2.5Y 4/1 and N 3

- 99-101: darker grey - in vicinity of coarser interval
",,,,,,341,U1418,F,45,R,6,A,,,,
341-U1418F-45R-CC-A,0.0,11.0,685.59,685.7,,mud [Leg210],,mud ,,,,2.5Y 4/1 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,"- massive mud with VERY occasional lonestones & thin intervals of enhanced sand/gravel contents
- slight colour banding
- multiple holes (<2 mm) -> bioturbation, e.g. section 6, ~97-101 cm
- colour between 2.5Y 4/1 and N 3
",,,,,,341,U1418,F,45,R,CC,A,,,,
341-U1418F-45R-CC-A,11.0,16.0,685.7,685.75,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1418,F,45,R,CC,A,,,,
341-U1418F-46R-1-A,0.0,150.0,686.8,688.3,biosiliceous rich,mud [Leg210],with volcanic ash [Leg339],biosiliceous rich mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,highly bioturbated mud with few 1 mm empty (bioturbation?) burrows; very few dispersed clasts (0.5 cm): metasediment clasts; intervals with slightly higher silt content; nice pyritised burrows at bottom of this section,,,,,,341,U1418,F,46,R,1,A,,,,
341-U1418F-46R-2-A,0.0,58.0,688.3,688.88,volcaniclastic bearing,diatom ooze [Leg339],,volcaniclastic bearing diatom ooze ,volcaniclastic-bearing,2,,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],1,,,,,,,,,,"few dispersed clasts (greenstone, metasediment), and THE dropstone (3 cm granite) @ 58 to 60 cm",,,,,,341,U1418,F,46,R,2,A,,,,
