Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top[cm] [cm],Bottom[cm] [cm],Top Depth[m] [m],Bottom Depth[m] [m],Color(name),PREFIX,PRINCIPALLITHOLOGY,Classification,SUFFIX,COMPLETE NAME,"Dominantgrain size(Wentworth, 1922)",Clastic grainRoundness,LITHIFICATION,LITHOLOGY COMMENTS,File Data,
"334-U1378B-59X-CC-A, 0-62",334,U1378,B,59,59-CC,X,CC,A,0.0,62.0,494.73,495.35,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-60X-1-A, 15-42",334,U1378,B,60,60-1,X,1,A,15.0,42.0,495.35,495.62,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,
"334-U1378B-60X-1-A, 42-45",334,U1378,B,60,60-1,X,1,A,42.0,45.0,495.62,495.65,10Y 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,soft,,,
"334-U1378B-60X-1-A, 45-150",334,U1378,B,60,60-1,X,1,A,45.0,150.0,495.65,496.7,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,
"334-U1378B-60X-2-A, 0-27",334,U1378,B,60,60-2,X,2,A,0.0,27.0,496.7,496.97,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,
"334-U1378B-60X-2-A, 27-28",334,U1378,B,60,60-2,X,2,A,27.0,28.0,496.97,496.98,10Y 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,soft,,,
"334-U1378B-60X-2-A, 28-150",334,U1378,B,60,60-2,X,2,A,28.0,150.0,496.98,498.2,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,
"334-U1378B-60X-3-A, 0-92",334,U1378,B,60,60-3,X,3,A,0.0,92.0,498.2,499.12,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,
"334-U1378B-60X-4-A, 0-92",334,U1378,B,60,60-4,X,4,A,0.0,92.0,499.12,500.04,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,
"334-U1378B-60X-5-A, 0-150",334,U1378,B,60,60-5,X,5,A,0.0,150.0,500.04,501.54,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,
"334-U1378B-60X-6-A, 0-72",334,U1378,B,60,60-6,X,6,A,0.0,72.0,501.54,502.26,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,
"334-U1378B-60X-CC-A, 0-26",334,U1378,B,60,60-CC,X,CC,A,0.0,26.0,502.26,502.52,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,
"334-U1378B-60X-CC-A, 26-30",334,U1378,B,60,60-CC,X,CC,A,26.0,30.0,502.52,502.56,N 7,,breccia,"Fisher and Schminke, 1984",,breccia,granule [U14W22],,cemented,Siltstone clasts in a calcareous sandy matrix,,
"334-U1378B-60X-CC-A, 30-41",334,U1378,B,60,60-CC,X,CC,A,30.0,41.0,502.56,502.67,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,rubble composed of lithified calcareous very-fine sandstone.,,
"334-U1378B-61X-1-A, 0-111",334,U1378,B,61,61-1,X,1,A,0.0,111.0,504.6,505.71,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-61X-1-A, 111-114",334,U1378,B,61,61-1,X,1,A,111.0,114.0,505.71,505.74,10R 5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,soft,,,
"334-U1378B-61X-1-A, 114-150",334,U1378,B,61,61-1,X,1,A,114.0,150.0,505.74,506.1,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-61X-2-A, 0-150",334,U1378,B,61,61-2,X,2,A,0.0,150.0,506.1,507.6,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-61X-3-A, 0-150",334,U1378,B,61,61-3,X,3,A,0.0,150.0,507.6,509.1,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-61X-4-A, 0-138",334,U1378,B,61,61-4,X,4,A,0.0,138.0,509.1,510.48,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-61X-5-A, 0-26",334,U1378,B,61,61-5,X,5,A,0.0,26.0,510.48,510.74,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-61X-5-A, 0-26",334,U1378,B,61,61-5,X,5,A,0.0,26.0,510.48,510.74,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-61X-CC-A, 0-22",334,U1378,B,61,61-CC,X,CC,A,0.0,22.0,510.74,510.96,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-61X-CC-A, 0-43",334,U1378,B,61,61-CC,X,CC,A,0.0,43.0,510.74,511.17,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-61X-CC-A, 22-43",334,U1378,B,61,61-CC,X,CC,A,22.0,43.0,510.96,511.17,10Y 5/1,,Calcareous Mud,,,Calcareous Mud,fine silt [U14W22],,well consolidated,,,
"334-U1378B-62X-1-A, 0-81",334,U1378,B,62,62-1,X,1,A,0.0,81.0,509.7,510.51,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-62X-2-A, 0-86",334,U1378,B,62,62-2,X,2,A,0.0,86.0,510.51,511.37,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-62X-2-A, 86-88",334,U1378,B,62,62-2,X,2,A,86.0,88.0,511.37,511.39,10R 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,well consolidated,pinkish grey layer.,,
"334-U1378B-62X-2-A, 88-150",334,U1378,B,62,62-2,X,2,A,88.0,150.0,511.39,512.01,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-62X-3-A, 0-115",334,U1378,B,62,62-3,X,3,A,0.0,115.0,512.01,513.16,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-62X-CC-A, 0-40",334,U1378,B,62,62-CC,X,CC,A,0.0,40.0,513.16,513.56,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-63X-1-A, 0-28",334,U1378,B,63,63-1,X,1,A,0.0,28.0,514.2,514.48,,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,,,,
"334-U1378B-63X-1-A, 28-150",334,U1378,B,63,63-1,X,1,A,28.0,150.0,514.48,515.7,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-63X-2-A, 0-110",334,U1378,B,63,63-2,X,2,A,0.0,110.0,515.7,516.8,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-63X-3-A, 0-110",334,U1378,B,63,63-3,X,3,A,0.0,110.0,516.8,517.9,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-63X-4-A, 0-122",334,U1378,B,63,63-4,X,4,A,0.0,122.0,517.9,519.12,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-63X-5-A, 0-150",334,U1378,B,63,63-5,X,5,A,0.0,150.0,519.12,520.62,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-63X-6-A, 0-150",334,U1378,B,63,63-6,X,6,A,0.0,150.0,520.62,522.12,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-63X-7-A, 0-144",334,U1378,B,63,63-7,X,7,A,0.0,144.0,522.12,523.56,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
"334-U1378B-63X-CC-A, 0-34",334,U1378,B,63,63-CC,X,CC,A,0.0,34.0,523.56,523.9,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,
