Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology prefix,Principal lithology,Lithology suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,
317-U1352C-114R-5-A,317,U1352,C,114,114-5,R,5,A,0,147.0,1618.9,1620.37,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are three distinct lithotypes within this core:
Type 1:The most common lithotype (81%) is a gray (N 6) well-sorted vf-f (most vf) slightly micaceous sandy marlstone.  This lithotype tends to have gradational upper and sharp lower contacts.  Wavy very thin laminations are present.  This lithotype is heavily bioturbated (ichnofabric index of 4), with burrows of various diameters.  The burrows are light gray (5Y 7/1) micaceous and carbonaceous vf sandy calcareous mudstones.  Rare calcareous blebs are found throughout. 
Type 2: The second most common lithotype (16%) is a dark greenish gray (5GY 4/1) micaceous vf sandy calcareous mudstone with pronounced and abundant wavy horizontal to sub horizontal discontinuous laminations.  This lithotype contains common calcareous blebs and pale gray vf-f sand filled burrows that are sometimes elongated in a horizontal direction. This lithotype is moderately  bioturbated (ichnofabric index of 3).
Type 3: The third and least common lithotype (3%) is a greenish gray (10Y 5/1) moderately sorted vf-f (mostly vf) planar to ripple cross laminated calcareous sandstone.  Ripples are < 2 cm thick  and have micaceous and carbonaceous layers along cross laminae.  This lithotype is not bioturbated (ichnofabric index of 1).

",,
317-U1352C-114R-6-A,317,U1352,C,114,114-6,R,6,A,0,99.0,1620.37,1621.36,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are three distinct lithotypes within this core:
Type 1:The most common lithotype (81%) is a gray (N 6) well-sorted vf-f (most vf) slightly micaceous sandy marlstone.  This lithotype tends to have gradational upper and sharp lower contacts.  Wavy very thin laminations are present.  This lithotype is heavily bioturbated (ichnofabric index of 4), with burrows of various diameters.  The burrows are light gray (5Y 7/1) micaceous and carbonaceous vf sandy calcareous mudstones.  Rare calcareous blebs are found throughout. 
Type 2: The second most common lithotype (16%) is a dark greenish gray (5GY 4/1) micaceous vf sandy calcareous mudstone with pronounced and abundant wavy horizontal to sub horizontal discontinuous laminations.  This lithotype contains common calcareous blebs and pale gray vf-f sand filled burrows that are sometimes elongated in a horizontal direction. This lithotype is moderately  bioturbated (ichnofabric index of 3).
Type 3: The third and least common lithotype (3%) is a greenish gray (10Y 5/1) moderately sorted vf-f (mostly vf) planar to ripple cross laminated calcareous sandstone.  Ripples are < 2 cm thick  and have micaceous and carbonaceous layers along cross laminae.  This lithotype is not bioturbated (ichnofabric index of 1).

",,
317-U1352C-114R-7-A,317,U1352,C,114,114-7,R,7,A,0,80.0,1621.36,1622.16,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are three distinct lithotypes within this core:
Type 1:The most common lithotype (81%) is a gray (N 6) well-sorted vf-f (most vf) slightly micaceous sandy marlstone.  This lithotype tends to have gradational upper and sharp lower contacts.  Wavy very thin laminations are present.  This lithotype is heavily bioturbated (ichnofabric index of 4), with burrows of various diameters.  The burrows are light gray (5Y 7/1) micaceous and carbonaceous vf sandy calcareous mudstones.  Rare calcareous blebs are found throughout. 
Type 2: The second most common lithotype (16%) is a dark greenish gray (5GY 4/1) micaceous vf sandy calcareous mudstone with pronounced and abundant wavy horizontal to sub horizontal discontinuous laminations.  This lithotype contains common calcareous blebs and pale gray vf-f sand filled burrows that are sometimes elongated in a horizontal direction. This lithotype is moderately  bioturbated (ichnofabric index of 3).
Type 3: The third and least common lithotype (3%) is a greenish gray (10Y 5/1) moderately sorted vf-f (mostly vf) planar to ripple cross laminated calcareous sandstone.  Ripples are < 2 cm thick  and have micaceous and carbonaceous layers along cross laminae.  This lithotype is not bioturbated (ichnofabric index of 1).

",,
317-U1352C-115R-1-A,317,U1352,C,115,115-1,R,1,A,0,150.0,1622.7,1624.2,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,All three types of lithologies were found,,
317-U1352C-115R-2-A,317,U1352,C,115,115-2,R,2,A,0,150.0,1624.2,1625.7,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,All three types of lithologies were found,,
317-U1352C-115R-3-A,317,U1352,C,115,115-3,R,3,A,0,150.0,1625.7,1627.2,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,All three types of lithologies were found,,
317-U1352C-115R-4-A,317,U1352,C,115,115-4,R,4,A,0,150.0,1627.2,1628.7,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,All three types of lithologies were found,,
317-U1352C-115R-5-A,317,U1352,C,115,115-5,R,5,A,0,130.0,1628.7,1630.0,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,All three types of lithologies were found,,
317-U1352C-115R-6-A,317,U1352,C,115,115-6,R,6,A,0,150.0,1630.2,1631.7,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,All three types of lithologies were found,,
317-U1352C-115R-7-A,317,U1352,C,115,115-7,R,7,A,0,75.0,1631.7,1632.45,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,All three types of lithologies were found,,
317-U1352C-115R-CC-A,317,U1352,C,115,115-CC,R,CC,A,0,16.0,1632.45,1632.61,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,All three types of lithologies were found,,
317-U1352C-116R-1-A,317,U1352,C,116,116-1,R,1,A,0,150.0,1632.4,1633.9,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,There are two lithotypes present. ,,
317-U1352C-116R-2-A,317,U1352,C,116,116-2,R,2,A,0,150.0,1633.9,1635.4,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,There are two lithotypes present. ,,
317-U1352C-116R-3-A,317,U1352,C,116,116-3,R,3,A,0,150.0,1635.4,1636.9,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,There are two lithotypes present. ,,
317-U1352C-116R-4-A,317,U1352,C,116,116-4,R,4,A,0,88.0,1636.9,1637.78,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,There are two lithotypes present. ,,
317-U1352C-117R-1-A,317,U1352,C,117,117-1,R,1,A,0,67.0,1642.1,1642.77,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-117R-2-A,317,U1352,C,117,117-2,R,2,A,0,150.0,1642.77,1644.27,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-117R-3-A,317,U1352,C,117,117-3,R,3,A,0,150.0,1644.27,1645.77,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-117R-4-A,317,U1352,C,117,117-4,R,4,A,0,150.0,1645.77,1647.27,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-117R-5-A,317,U1352,C,117,117-5,R,5,A,0,150.0,1647.27,1648.77,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-117R-6-A,317,U1352,C,117,117-6,R,6,A,0,120.0,1648.77,1649.97,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-117R-7-A,317,U1352,C,117,117-7,R,7,A,0,150.0,1649.97,1651.47,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-117R-8-A,317,U1352,C,117,117-8,R,8,A,0,55.0,1651.47,1652.02,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-117R-CC-A,317,U1352,C,117,117-CC,R,CC,A,0,22.0,1652.02,1652.24,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-117R-CC-A,317,U1352,C,117,117-CC,R,CC,A,0,28.0,1652.02,1652.3,,Marlstone [Leg210],,Marlstone,,,,,Leg210,There are two types of lithology.,,
317-U1352C-118R-1-A,317,U1352,C,118,118-1,R,1,A,0,41.0,1651.8,1652.21,,Marlstone [Leg210],,Marlstone,,,,,Leg210,There are two types of lithology.,,
317-U1352C-118R-2-A,317,U1352,C,118,118-2,R,2,A,0,150.0,1652.21,1653.71,,Marlstone [Leg210],,Marlstone,,,,,Leg210,There are two types of lithology.,,
317-U1352C-118R-3-A,317,U1352,C,118,118-3,R,3,A,0,150.0,1653.71,1655.21,,Marlstone [Leg210],,Marlstone,,,,,Leg210,There are two types of lithology.,,
317-U1352C-118R-4-A,317,U1352,C,118,118-4,R,4,A,0,150.0,1655.21,1656.71,,Marlstone [Leg210],,Marlstone,,,,,Leg210,There are two types of lithology.,,
317-U1352C-118R-5-A,317,U1352,C,118,118-5,R,5,A,0,131.0,1656.71,1658.02,,Marlstone [Leg210],,Marlstone,,,,,Leg210,There are two types of lithology.,,
317-U1352C-118R-6-A,317,U1352,C,118,118-6,R,6,A,0,150.0,1658.02,1659.52,,Marlstone [Leg210],,Marlstone,,,,,Leg210,There are two types of lithology.,,
317-U1352C-118R-7-A,317,U1352,C,118,118-7,R,7,A,0,88.0,1659.52,1660.4,,Marlstone [Leg210],,Marlstone,,,,,Leg210,There are two types of lithology.,,
317-U1352C-118R-8-A,317,U1352,C,118,118-8,R,8,A,0,76.0,1660.4,1661.16,,Marlstone [Leg210],,Marlstone,,,,,Leg210,There are two types of lithology.,,
317-U1352C-118R-CC-A,317,U1352,C,118,118-CC,R,CC,A,0,72.0,1661.16,1661.88,,Marlstone [Leg210],,Marlstone,,,,,Leg210,There are two types of lithology.,,
317-U1352C-119R-1-A,317,U1352,C,119,119-1,R,1,A,0,930.0,1661.5,1670.8,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are three distinct lithotypes within this core:
Type 1:The most common lithotype (81%) is a greenish gray (10Y 5/1) well-sorted vf-f (most f) slightly micaceous sandy marlstone.  This lithotype tends to have gradational upper and lower contacts.  Carbonaceous, discontinuous wavy laminae (<1 mm thick) are rare. Wavy very thin laminations with fine sandy mud partings are present. It is moderately bioturbated (ichnofabric index of 3), but wavy laminations overprint burrow shapes.  Rare calcareous blebs are found throughout. 

Type 2: The second most common lithotype (16%) is a dark greenish gray (10Y 4/1) well sorted micaceous vf-f (most vf) sandy marlstone with pronounced and abundant wavy horizontal to sub horizontal discontinuous laminations of fine sandy mud partings. This lithotype contains common calcareous blebs. This lithotype is moderately bioturbated (ichnofabric index of 3).

Type 3: The third and least common lithotype (3%) is a dark greenish gray (10Y 3/1) well sorted vf-f (mostly vf) planar laminated calcareous sandstone interlaminated with vf sandy calcareous mudstone.  This lithotype is not bioturbated (ichnofabric index of 1).
",,
317-U1352C-120R-CC-A,317,U1352,C,120,120-CC,R,CC,A,0,46.0,1668.9,1669.36,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-121R-CC-A,317,U1352,C,121,121-CC,R,CC,A,0,10.0,1678.5,1678.6,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-122R-1-A,317,U1352,C,122,122-1,R,1,A,0,130.0,1688.1,1689.4,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-122R-2-A,317,U1352,C,122,122-2,R,2,A,0,62.0,1689.6,1690.22,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-122R-2-A,317,U1352,C,122,122-2,R,2,A,62,84.0,1690.22,1690.44,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-123R-1-A,317,U1352,C,123,123-1,R,1,A,0,150.0,1692.5,1694.0,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,v.f. glauconitic (>30% - smear slide data) sandy marlstone,,
317-U1352C-123R-2-A,317,U1352,C,123,123-2,R,2,A,0,143.0,1694.0,1695.43,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,v.f. glauconitic (>30% - smear slide data) sandy marlstone,,
317-U1352C-123R-3-A,317,U1352,C,123,123-3,R,3,A,0,100.0,1695.43,1696.43,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,v.f. glauconitic (>30% - smear slide data) sandy marlstone,,
317-U1352C-123R-4-A,317,U1352,C,123,123-4,R,4,A,0,96.0,1696.43,1697.39,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,v.f. glauconitic (>30% - smear slide data) sandy marlstone,,
317-U1352C-124R-1-A,317,U1352,C,124,124-1,R,1,A,0,144.0,1697.5,1698.94,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,glauconitic v.f.-f.sandy marlstone,,
317-U1352C-124R-2-A,317,U1352,C,124,124-2,R,2,A,0,150.0,1698.94,1700.44,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,glauconitic v.f.-f.sandy marlstone,,
317-U1352C-124R-3-A,317,U1352,C,124,124-3,R,3,A,0,150.0,1700.44,1701.94,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,glauconitic v.f.-f.sandy marlstone,,
317-U1352C-124R-4-A,317,U1352,C,124,124-4,R,4,A,0,150.0,1701.94,1703.44,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,glauconitic v.f.-f.sandy marlstone,,
317-U1352C-124R-5-A,317,U1352,C,124,124-5,R,5,A,0,150.0,1703.44,1704.94,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,glauconitic v.f.-f.sandy marlstone,,
317-U1352C-124R-6-A,317,U1352,C,124,124-6,R,6,A,0,125.0,1704.94,1706.19,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,glauconitic v.f.-f.sandy marlstone,,
317-U1352C-124R-7-A,317,U1352,C,124,124-7,R,7,A,0,58.0,1706.19,1706.77,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,glauconitic v.f.-f.sandy marlstone,,
317-U1352C-124R-8-A,317,U1352,C,124,124-8,R,8,A,0,35.0,1706.77,1707.12,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,glauconitic v.f.-f.sandy marlstone,,
317-U1352C-124R-CC-A,317,U1352,C,124,124-CC,R,CC,A,0,51.0,1707.12,1707.63,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,glauconitic v.f.-f.sandy marlstone,,
317-U1352C-125R-1-A,317,U1352,C,125,125-1,R,1,A,0,150.0,1707.0,1708.5,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,v.f. glauconitic sandy marlstone,,
317-U1352C-125R-2-A,317,U1352,C,125,125-2,R,2,A,0,150.0,1708.5,1710.0,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,v.f. glauconitic sandy marlstone,,
317-U1352C-125R-3-A,317,U1352,C,125,125-3,R,3,A,0,130.0,1710.0,1711.3,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,v.f. glauconitic sandy marlstone,,
317-U1352C-125R-4-A,317,U1352,C,125,125-4,R,4,A,0,150.0,1711.5,1713.0,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,v.f. glauconitic sandy marlstone,,
317-U1352C-125R-5-A,317,U1352,C,125,125-5,R,5,A,0,133.0,1713.0,1714.33,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,v.f. glauconitic sandy marlstone,,
317-U1352C-125R-5-A,317,U1352,C,125,125-5,R,5,A,133,142.0,1714.33,1714.42,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,v.f. to m. glauconitic sandy limestone,,
317-U1352C-126R-1-A,317,U1352,C,126,126-1,R,1,A,0,150.0,1716.6,1718.1,,Marlstone [Leg210],,Marlstone,,,,,Leg210,a few cm scale clear alternation of the colors of greenish gray (10Y 5/1) wider (<3cm) band of well-sorted v.f. - f. sandy marlstone and very dark greenish gray (10Y 3/1) thinner (<1cm) band of calcareous v.f. -  f. (mostly v.f.) sandy marlstone.,,
317-U1352C-126R-2-A,317,U1352,C,126,126-2,R,2,A,0,140.0,1718.1,1719.5,,Marlstone [Leg210],,Marlstone,,,,,Leg210,a few cm scale clear alternation of the colors of greenish gray (10Y 5/1) wider (<3cm) band of well-sorted v.f. - f. sandy marlstone and very dark greenish gray (10Y 3/1) thinner (<1cm) band of calcareous v.f. -  f. (mostly v.f.) sandy marlstone.,,
317-U1352C-126R-3-A,317,U1352,C,126,126-3,R,3,A,0,150.0,1719.5,1721.0,,Marlstone [Leg210],,Marlstone,,,,,Leg210,a few cm scale clear alternation of the colors of greenish gray (10Y 5/1) wider (<3cm) band of well-sorted v.f. - f. sandy marlstone and very dark greenish gray (10Y 3/1) thinner (<1cm) band of calcareous v.f. -  f. (mostly v.f.) sandy marlstone.,,
317-U1352C-126R-4-A,317,U1352,C,126,126-4,R,4,A,0,114.0,1721.0,1722.14,,Marlstone [Leg210],,Marlstone,,,,,Leg210,a few cm scale clear alternation of the colors of greenish gray (10Y 5/1) wider (<3cm) band of well-sorted v.f. - f. sandy marlstone and very dark greenish gray (10Y 3/1) thinner (<1cm) band of calcareous v.f. -  f. (mostly v.f.) sandy marlstone.,,
317-U1352C-126R-4-A,317,U1352,C,126,126-4,R,4,A,114,124.0,1722.14,1722.24,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,,,,"Shepard, 1954; Wentworth, 1922","dark gray (N 5 ) to very dark gray (N 3) v.f.-f. sandstones; parallel lamination, low-angle cross-lamination and lenticular laminations are observed, and often shows fining-upward from f. sand at bottom to darker and finer top.",,
317-U1352C-126R-4-A,317,U1352,C,126,126-4,R,4,A,124,134.0,1722.24,1722.34,,Marlstone [Leg210],,Marlstone,,,,,Leg210,a few cm scale clear alternation of the colors of greenish gray (10Y 5/1) wider (<3cm) band of well-sorted v.f. - f. sandy marlstone and very dark greenish gray (10Y 3/1) thinner (<1cm) band of calcareous v.f. -  f. (mostly v.f.) sandy marlstone.,,
317-U1352C-126R-5-A,317,U1352,C,126,126-5,R,5,A,0,120.0,1722.34,1723.54,,Marlstone [Leg210],,Marlstone,,,,,Leg210,a few cm scale clear alternation of the colors of greenish gray (10Y 5/1) wider (<3cm) band of well-sorted v.f. - f. sandy marlstone and very dark greenish gray (10Y 3/1) thinner (<1cm) band of calcareous v.f. -  f. (mostly v.f.) sandy marlstone.,,
317-U1352C-126R-5-A,317,U1352,C,126,126-5,R,5,A,120,132.0,1723.54,1723.66,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,,,,"Shepard, 1954; Wentworth, 1922","dark gray (N 5 ) to very dark gray (N 3) v.f.-f. sandstones; parallel lamination, low-angle cross-lamination and lenticular laminations are observed, and often shows fining-upward from f. sand at bottom to darker and finer top.",,
317-U1352C-126R-5-A,317,U1352,C,126,126-5,R,5,A,132,143.0,1723.66,1723.77,,Marlstone [Leg210],,Marlstone,,,,,Leg210,a few cm scale clear alternation of the colors of greenish gray (10Y 5/1) wider (<3cm) band of well-sorted v.f. - f. sandy marlstone and very dark greenish gray (10Y 3/1) thinner (<1cm) band of calcareous v.f. -  f. (mostly v.f.) sandy marlstone.,,
317-U1352C-126R-6-A,317,U1352,C,126,126-6,R,6,A,0,38.0,1723.77,1724.15,,Marlstone [Leg210],,Marlstone,,,,,Leg210,a few cm scale clear alternation of the colors of greenish gray (10Y 5/1) wider (<3cm) band of well-sorted v.f. - f. sandy marlstone and very dark greenish gray (10Y 3/1) thinner (<1cm) band of calcareous v.f. -  f. (mostly v.f.) sandy marlstone.,,
317-U1352C-126R-6-A,317,U1352,C,126,126-6,R,6,A,38,52.0,1724.15,1724.29,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,,,,"Shepard, 1954; Wentworth, 1922","dark gray (N 5 ) to very dark gray (N 3) v.f.-f. sandstones; parallel lamination, low-angle cross-lamination and lenticular laminations are observed, and often shows fining-upward from f. sand at bottom to darker and finer top.",,
317-U1352C-126R-6-A,317,U1352,C,126,126-6,R,6,A,52,74.0,1724.29,1724.51,,Marlstone [Leg210],,Marlstone,,,,,Leg210,a few cm scale clear alternation of the colors of greenish gray (10Y 5/1) wider (<3cm) band of well-sorted v.f. - f. sandy marlstone and very dark greenish gray (10Y 3/1) thinner (<1cm) band of calcareous v.f. -  f. (mostly v.f.) sandy marlstone.,,
317-U1352C-126R-6-A,317,U1352,C,126,126-6,R,6,A,74,88.0,1724.51,1724.65,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,,,,"Shepard, 1954; Wentworth, 1922","dark gray (N 5 ) to very dark gray (N 3) v.f.-f. sandstones; parallel lamination, low-angle cross-lamination and lenticular laminations are observed, and often shows fining-upward from f. sand at bottom to darker and finer top.",,
317-U1352C-126R-6-A,317,U1352,C,126,126-6,R,6,A,88,145.0,1724.65,1725.22,,Marlstone [Leg210],,Marlstone,,,,,Leg210,a few cm scale clear alternation of the colors of greenish gray (10Y 5/1) wider (<3cm) band of well-sorted v.f. - f. sandy marlstone and very dark greenish gray (10Y 3/1) thinner (<1cm) band of calcareous v.f. -  f. (mostly v.f.) sandy marlstone.,,
