Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ulmus taxa,Tsuga taxa,Tilia taxa,Taxodiaceae taxa,Sphagnum taxa,Selaginella  taxa,Sciadopitys taxa,Quercus taxa,Pterocarya taxa,Polypodiaceae taxa,Pinus taxa,Picea taxa,Nyssa  taxa,Myrica taxa,Lycopodiaceae taxa,Liquidambar taxa,Larix type taxa,Juglans taxa,Ilex taxa,Gramineae taxa,Fagus taxa,Ericaceae taxa,Ephedra taxa,Cyperaceae taxa,Cryptomeria  taxa,Corylus taxa,Compositae taxa,Chenopodiaceae taxa,Celtis taxa,Carya taxa,Carpinus taxa,Betula taxa,Alnus taxa,Acer taxa,Abies taxa,Zelkova taxa,Quercus (evergreen) taxa,Quercus (deciduous)  taxa,Persicaria taxa,Pasania  taxa,Metasequoia  taxa,Engelhardia taxa,Castanea taxa,Larix taxa,Cupressaceae taxa,Aesculus  taxa,Dacrydium taxa,Carduoideae  taxa,Rhus taxa,Cichorioideae taxa,Artemisia taxa,Sparganium taxa,Comment
  SR,                 ,                 ,                  ,              ,127, 794,A, 25,X, 4,  62.00,    231.6200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,9         ,0         ,3               ,0            ,0                ,1               ,15          ,0              ,3                 ,31        ,22        ,0          ,0          ,0                 ,1               ,0              ,1           ,0        ,0             ,0         ,0             ,1           ,4              ,1                ,0           ,1              ,0                  ,0          ,0         ,0            ,1          ,3         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 25,X, 5,  62.00,    233.1200,Heusser  ,Pollen/Spores                                ,               ,                  ,1         ,17        ,1         ,3               ,0            ,0                ,0               ,13          ,1              ,2                 ,32        ,20        ,0          ,1          ,0                 ,0               ,0              ,1           ,0        ,0             ,0         ,0             ,0           ,1              ,0                ,0           ,3              ,1                  ,0          ,3         ,0            ,3          ,0         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 26,X, 1,  62.00,    236.8200,Heusser  ,Pollen/Spores                                ,               ,                  ,1         ,17        ,0         ,8               ,0            ,0                ,0               ,19          ,0              ,8                 ,29        ,25        ,0          ,0          ,0                 ,0               ,0              ,4           ,0        ,0             ,0         ,0             ,0           ,2              ,2                ,0           ,1              ,0                  ,0          ,3         ,0            ,2          ,0         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 26,X, 2,  62.00,    238.3200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,15        ,0         ,5               ,0            ,0                ,0               ,18          ,1              ,2                 ,27        ,16        ,0          ,0          ,0                 ,0               ,0              ,1           ,0        ,0             ,0         ,0             ,0           ,4              ,0                ,0           ,1              ,2                  ,0          ,3         ,0            ,0          ,1         ,0        ,6         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 26,X, 3,  62.00,    239.8200,Heusser  ,Pollen/Spores                                ,               ,                  ,1         ,13        ,0         ,2               ,0            ,0                ,0               ,10          ,1              ,10                ,48        ,21        ,1          ,0          ,0                 ,1               ,0              ,0           ,0        ,0             ,0         ,0             ,1           ,0              ,0                ,0           ,3              ,0                  ,0          ,1         ,1            ,0          ,2         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 26,X, 4,  62.00,    241.3200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,7         ,1         ,6               ,0            ,0                ,1               ,11          ,1              ,12                ,52        ,6         ,0          ,1          ,0                 ,0               ,1              ,1           ,0        ,1             ,0         ,0             ,0           ,2              ,3                ,1           ,6              ,0                  ,0          ,2         ,0            ,1          ,0         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
